# Engage CRC32 hash -> bone path map
# Format: <hash_hex_8>	<bone_path>
# Generated from uRig prefabs (extracted from Engage) + 1 stray bone
6CE9DA84	c_trans
AC9D39B7	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/c_neck1_jnt/c_neck2_jnt/c_neck3_jnt/c_neck4_jnt/c_neck5_jnt/c_neck6_jnt/c_neck_jnt/c_head_jnt/c_head_loc
70DD45C6	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/c_neck1_jnt/c_neck2_jnt/c_neck3_jnt/c_neck4_jnt/c_neck5_jnt/c_neck6_jnt/c_neck_jnt/c_head_jnt/c_jaw_jnt
1F1BD201	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/c_neck1_jnt/c_neck2_jnt/c_neck3_jnt/c_neck4_jnt/c_neck5_jnt/c_neck6_jnt/c_neck_jnt/c_head_jnt/c_jaw_jnt/c_tougue1_jnt
EA178099	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/c_neck1_jnt/c_neck2_jnt/c_neck3_jnt/c_neck4_jnt/c_neck5_jnt/c_neck6_jnt/c_neck_jnt/c_head_jnt/c_jaw_jnt/c_tougue1_jnt/c_tougue2_jnt
95A76004	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/c_neck1_jnt/c_neck2_jnt/c_neck3_jnt/c_neck4_jnt/c_neck5_jnt/c_neck6_jnt/c_neck_jnt/c_head_jnt/c_jaw_jnt/c_tougue1_jnt/c_tougue2_jnt/c_tougue3_jnt
C2111F59	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/c_neck1_jnt/c_neck2_jnt/c_neck3_jnt/c_neck4_jnt/c_neck5_jnt/c_neck6_jnt/c_neck_jnt/c_head_jnt/c_jaw_jnt/c_tougue1_jnt/c_tougue2_jnt/c_tougue3_jnt/c_tougue4_jnt
EAA263C8	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/c_neck1_jnt/c_neck2_jnt/c_neck3_jnt/c_neck4_jnt/c_neck5_jnt/c_neck6_jnt/c_neck_jnt/c_head_jnt/c_jaw_jnt/c_tougue1_jnt/c_tougue2_jnt/c_tougue3_jnt/c_tougue4_jnt/l_tougue1_jnt
CAAD0B19	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/c_neck1_jnt/c_neck2_jnt/c_neck3_jnt/c_neck4_jnt/c_neck5_jnt/c_neck6_jnt/c_neck_jnt/c_head_jnt/c_jaw_jnt/c_tougue1_jnt/c_tougue2_jnt/c_tougue3_jnt/c_tougue4_jnt/l_tougue1_jnt/l_tougue2_jnt
6E42FE35	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/c_neck1_jnt/c_neck2_jnt/c_neck3_jnt/c_neck4_jnt/c_neck5_jnt/c_neck6_jnt/c_neck_jnt/c_head_jnt/c_jaw_jnt/c_tougue1_jnt/c_tougue2_jnt/c_tougue3_jnt/c_tougue4_jnt/l_tougue1_jnt/l_tougue2_jnt/l_tougue3_jnt
A443C9A2	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/c_neck1_jnt/c_neck2_jnt/c_neck3_jnt/c_neck4_jnt/c_neck5_jnt/c_neck6_jnt/c_neck_jnt/c_head_jnt/c_jaw_jnt/c_tougue1_jnt/c_tougue2_jnt/c_tougue3_jnt/c_tougue4_jnt/r_tougue1_jnt
A4E3816B	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/c_neck1_jnt/c_neck2_jnt/c_neck3_jnt/c_neck4_jnt/c_neck5_jnt/c_neck6_jnt/c_neck_jnt/c_head_jnt/c_jaw_jnt/c_tougue1_jnt/c_tougue2_jnt/c_tougue3_jnt/c_tougue4_jnt/r_tougue1_jnt/r_tougue2_jnt
6A67B956	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/c_neck1_jnt/c_neck2_jnt/c_neck3_jnt/c_neck4_jnt/c_neck5_jnt/c_neck6_jnt/c_neck_jnt/c_head_jnt/c_jaw_jnt/c_tougue1_jnt/c_tougue2_jnt/c_tougue3_jnt/c_tougue4_jnt/r_tougue1_jnt/r_tougue2_jnt/r_tougue3_jnt
AC89BEEA	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/c_neck1_jnt/c_neck2_jnt/c_neck3_jnt/c_neck4_jnt/c_neck5_jnt/c_neck6_jnt/c_neck_jnt/c_head_jnt/l_eye_jnt
94E0542A	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/c_neck1_jnt/c_neck2_jnt/c_neck3_jnt/c_neck4_jnt/c_neck5_jnt/c_neck6_jnt/c_neck_jnt/c_head_jnt/l_fang_jnt
C88B2709	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/c_neck1_jnt/c_neck2_jnt/c_neck3_jnt/c_neck4_jnt/c_neck5_jnt/c_neck6_jnt/c_neck_jnt/c_head_jnt/r_eye_jnt
AD87E571	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/c_neck1_jnt/c_neck2_jnt/c_neck3_jnt/c_neck4_jnt/c_neck5_jnt/c_neck6_jnt/c_neck_jnt/c_head_jnt/r_fang_jnt
7F050807	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/c_neck1_jnt/c_neck2_jnt/c_neck3_jnt/c_neck4_jnt/c_neck5_jnt/c_neck6_jnt/c_neck_jnt/c_spine2vol_jnt
D4C24806	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/l_wshold_jnt
14D128B8	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/l_wshold_jnt/l_warm1_jnt
EA247709	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/l_wshold_jnt/l_warm1_jnt/l_warm2_jnt
7B183D05	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/l_wshold_jnt/l_warm1_jnt/l_warm2_jnt/l_warm3_jnt
57F4D934	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/l_wshold_jnt/l_warm1_jnt/l_warm2_jnt/l_warm3_jnt/l_warm4_jnt
A00AF929	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/l_wshold_jnt/l_warm1_jnt/l_warm2_jnt/l_warm3_jnt/l_whand_jnt
2B287ED7	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/l_wshold_jnt/l_warm1_jnt/l_warm2_jnt/l_warm3_jnt/l_whand_jnt/l_wfingerA1_jnt
71BE7521	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/l_wshold_jnt/l_warm1_jnt/l_warm2_jnt/l_warm3_jnt/l_whand_jnt/l_wfingerA1_jnt/l_wfingerA2_jnt
6CF60409	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/l_wshold_jnt/l_warm1_jnt/l_warm2_jnt/l_warm3_jnt/l_whand_jnt/l_wfingerA1_jnt/l_wfingerA2_jnt/l_wfingerA3_jnt
8496120C	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/l_wshold_jnt/l_warm1_jnt/l_warm2_jnt/l_warm3_jnt/l_whand_jnt/l_wfingerA1_jnt/l_wfingerA2_jnt/l_wfingerA3_jnt/l_wfingerA4_jnt
DD700E1A	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/l_wshold_jnt/l_warm1_jnt/l_warm2_jnt/l_warm3_jnt/l_whand_jnt/l_wfingerA1_jnt/l_wfingerA2_jnt/l_wfingerA3_jnt/l_wfingerA4_jnt/l_wfingerA5_jnt
B08A7D5F	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/l_wshold_jnt/l_warm1_jnt/l_warm2_jnt/l_warm3_jnt/l_whand_jnt/l_wfingerA1_jnt/l_wfingerB1_jnt
956470B4	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/l_wshold_jnt/l_warm1_jnt/l_warm2_jnt/l_warm3_jnt/l_whand_jnt/l_wfingerA1_jnt/l_wfingerB1_jnt/l_wfingerB2_jnt
0109AD6B	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/l_wshold_jnt/l_warm1_jnt/l_warm2_jnt/l_warm3_jnt/l_whand_jnt/l_wfingerA1_jnt/l_wfingerB1_jnt/l_wfingerB2_jnt/l_wfingerB3_jnt
7A84437D	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/l_wshold_jnt/l_warm1_jnt/l_warm2_jnt/l_warm3_jnt/l_whand_jnt/l_wfingerA1_jnt/l_wfingerB1_jnt/l_wfingerB2_jnt/l_wfingerB3_jnt/l_wfingerB4_jnt
7A2CCC04	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/l_wshold_jnt/l_warm1_jnt/l_warm2_jnt/l_warm3_jnt/l_whand_jnt/l_wfingerA1_jnt/l_wfingerB1_jnt/l_wfingerB2_jnt/l_wfingerB3_jnt/l_wfingerB4_jnt/l_wfingerB5_jnt
1998D9C1	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/l_wshold_jnt/l_warm1_jnt/l_warm2_jnt/l_warm3_jnt/l_whand_jnt/l_wfingerA1_jnt/l_wfingerB1_jnt/l_wfingerC1_jnt
9B03B15D	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/l_wshold_jnt/l_warm1_jnt/l_warm2_jnt/l_warm3_jnt/l_whand_jnt/l_wfingerA1_jnt/l_wfingerB1_jnt/l_wfingerC1_jnt/l_wfingerC2_jnt
5CE36914	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/l_wshold_jnt/l_warm1_jnt/l_warm2_jnt/l_warm3_jnt/l_whand_jnt/l_wfingerA1_jnt/l_wfingerB1_jnt/l_wfingerC1_jnt/l_wfingerC2_jnt/l_wfingerC3_jnt
7D6B4701	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/l_wshold_jnt/l_warm1_jnt/l_warm2_jnt/l_warm3_jnt/l_whand_jnt/l_wfingerA1_jnt/l_wfingerB1_jnt/l_wfingerC1_jnt/l_wfingerC2_jnt/l_wfingerC3_jnt/l_wfingerC4_jnt
6701C876	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/l_wshold_jnt/l_warm1_jnt/l_warm2_jnt/l_warm3_jnt/l_whand_jnt/l_wfingerA1_jnt/l_wfingerB1_jnt/l_wfingerC1_jnt/l_wfingerC2_jnt/l_wfingerC3_jnt/l_wfingerC4_jnt/l_wfingerC5_jnt
C1A6FB35	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/l_wshold_jnt/l_warm1_jnt/l_warm2_jnt/l_warm3_jnt/l_whand_jnt/l_wfingerA1_jnt/l_wfingerB1_jnt/l_wfingerC1_jnt/l_wfingerD1_jnt
6241CCBF	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/l_wshold_jnt/l_warm1_jnt/l_warm2_jnt/l_warm3_jnt/l_whand_jnt/l_wfingerA1_jnt/l_wfingerB1_jnt/l_wfingerC1_jnt/l_wfingerD1_jnt/l_wfingerD2_jnt
6474D43B	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/l_wshold_jnt/l_warm1_jnt/l_warm2_jnt/l_warm3_jnt/l_whand_jnt/l_wfingerA1_jnt/l_wfingerB1_jnt/l_wfingerC1_jnt/l_wfingerD1_jnt/l_wfingerD2_jnt/l_wfingerD3_jnt
5AE30F94	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/l_wshold_jnt/l_warm1_jnt/l_warm2_jnt/l_warm3_jnt/l_whand_jnt/l_wfingerA1_jnt/l_wfingerB1_jnt/l_wfingerC1_jnt/l_wfingerD1_jnt/l_wfingerD2_jnt/l_wfingerD3_jnt/l_wfingerD4_jnt
C1D2FD31	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/l_wshold_jnt/l_warm1_jnt/l_warm2_jnt/l_warm3_jnt/l_whand_jnt/l_wfingerA1_jnt/l_wfingerB1_jnt/l_wfingerC1_jnt/l_wfingerD1_jnt/l_wfingerD2_jnt/l_wfingerD3_jnt/l_wfingerD4_jnt/l_wfingerD5_jnt
EEBD65CA	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/l_wshold_jnt/l_warm1_jnt/l_warm2_jnt/l_warm3_jnt/l_whand_jnt/l_wfingerA1_jnt/l_wfingerB1_jnt/l_wfingerC1_jnt/l_wfingerD1_jnt/l_wfingerE1_jnt
FE7EC80D	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/l_wshold_jnt/l_warm1_jnt/l_warm2_jnt/l_warm3_jnt/l_whand_jnt/l_wfingerA1_jnt/l_wfingerB1_jnt/l_wfingerC1_jnt/l_wfingerD1_jnt/l_wfingerE1_jnt/l_wfingerE2_jnt
7C8425FD	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/l_wshold_jnt/l_warm1_jnt/l_warm2_jnt/l_warm3_jnt/l_whand_jnt/l_wfingerA1_jnt/l_wfingerB1_jnt/l_wfingerC1_jnt/l_wfingerD1_jnt/l_wfingerE1_jnt/l_wfingerE2_jnt/l_wfingerE3_jnt
C6957634	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/l_wshold_jnt/l_warm1_jnt/l_warm2_jnt/l_warm3_jnt/l_whand_jnt/l_wfingerA1_jnt/l_wfingerB1_jnt/l_wfingerC1_jnt/l_wfingerD1_jnt/l_wfingerE1_jnt/l_wfingerE2_jnt/l_wfingerE3_jnt/l_wfingerE4_jnt
AD18B71B	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/l_wshold_jnt/l_warm1_jnt/l_warm2_jnt/l_warm3_jnt/l_whand_jnt/l_wfingerA1_jnt/l_wfingerB1_jnt/l_wfingerC1_jnt/l_wfingerD1_jnt/l_wfingerE1_jnt/l_wfingerE2_jnt/l_wfingerE3_jnt/l_wfingerE4_jnt/l_wfingerE5_jnt
619F6F3A	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/l_wshold_jnt/l_warm1_jnt/l_warm2_jnt/l_welbowA1_jnt
FF81406D	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/l_wshold_jnt/l_warm1_jnt/l_warm2_jnt/l_welbowA1_jnt/l_welbowA2_jnt
E70B1D94	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/l_wshold_jnt/l_warm1_jnt/l_warm2_jnt/l_welbowB1_jnt
020BB020	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/l_wshold_jnt/l_warm1_jnt/l_warm2_jnt/l_welbowB1_jnt/l_welbowB2_jnt
2C57CE31	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/l_wshold_jnt/l_warm1_jnt/l_warm2_jnt/l_welbowC1_jnt
568DE01B	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/l_wshold_jnt/l_warm1_jnt/l_warm2_jnt/l_welbowC1_jnt/l_welbowC2_jnt
3152FE89	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/l_wshold_jnt/l_warm1_jnt/l_warm2_jnt/l_welbowD1_jnt
226F56FB	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/l_wshold_jnt/l_warm1_jnt/l_warm2_jnt/l_welbowD1_jnt/l_welbowD2_jnt
1FB6281F	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/l_wshold_jnt/l_warm1_jnt/l_wing_loc
31EB76E4	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/r_wshold_jnt
F50AD6A6	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/r_wshold_jnt/r_warm1_jnt
A2840B5A	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/r_wshold_jnt/r_warm1_jnt/r_warm2_jnt
F45731CE	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/r_wshold_jnt/r_warm1_jnt/r_warm2_jnt/r_warm3_jnt
56054B93	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/r_wshold_jnt/r_warm1_jnt/r_warm2_jnt/r_warm3_jnt/r_warm4_jnt
A1FB6B8E	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/r_wshold_jnt/r_warm1_jnt/r_warm2_jnt/r_warm3_jnt/r_whand_jnt
BFE42D20	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/r_wshold_jnt/r_warm1_jnt/r_warm2_jnt/r_warm3_jnt/r_whand_jnt/r_wfingerA1_jnt
05C2BAAD	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/r_wshold_jnt/r_warm1_jnt/r_warm2_jnt/r_warm3_jnt/r_whand_jnt/r_wfingerA1_jnt/r_wfingerA2_jnt
541BC12E	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/r_wshold_jnt/r_warm1_jnt/r_warm2_jnt/r_warm3_jnt/r_whand_jnt/r_wfingerA1_jnt/r_wfingerA2_jnt/r_wfingerA3_jnt
95940DA1	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/r_wshold_jnt/r_warm1_jnt/r_warm2_jnt/r_warm3_jnt/r_whand_jnt/r_wfingerA1_jnt/r_wfingerA2_jnt/r_wfingerA3_jnt/r_wfingerA4_jnt
AEFCBAD0	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/r_wshold_jnt/r_warm1_jnt/r_warm2_jnt/r_warm3_jnt/r_whand_jnt/r_wfingerA1_jnt/r_wfingerA2_jnt/r_wfingerA3_jnt/r_wfingerA4_jnt/r_wfingerA5_jnt
C4F6B2D3	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/r_wshold_jnt/r_warm1_jnt/r_warm2_jnt/r_warm3_jnt/r_whand_jnt/r_wfingerA1_jnt/r_wfingerB1_jnt
AD89B593	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/r_wshold_jnt/r_warm1_jnt/r_warm2_jnt/r_warm3_jnt/r_whand_jnt/r_wfingerA1_jnt/r_wfingerB1_jnt/r_wfingerB2_jnt
100BB2C6	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/r_wshold_jnt/r_warm1_jnt/r_warm2_jnt/r_warm3_jnt/r_whand_jnt/r_wfingerA1_jnt/r_wfingerB1_jnt/r_wfingerB2_jnt/r_wfingerB3_jnt
0908F7B7	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/r_wshold_jnt/r_warm1_jnt/r_warm2_jnt/r_warm3_jnt/r_whand_jnt/r_wfingerA1_jnt/r_wfingerB1_jnt/r_wfingerB2_jnt/r_wfingerB3_jnt/r_wfingerB4_jnt
F3E9B090	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/r_wshold_jnt/r_warm1_jnt/r_warm2_jnt/r_warm3_jnt/r_whand_jnt/r_wfingerA1_jnt/r_wfingerB1_jnt/r_wfingerB2_jnt/r_wfingerB3_jnt/r_wfingerB4_jnt/r_wfingerB5_jnt
21751CE6	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/r_wshold_jnt/r_warm1_jnt/r_warm2_jnt/r_warm3_jnt/r_whand_jnt/r_wfingerA1_jnt/r_wfingerB1_jnt/r_wfingerC1_jnt
8A01AEF0	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/r_wshold_jnt/r_warm1_jnt/r_warm2_jnt/r_warm3_jnt/r_whand_jnt/r_wfingerA1_jnt/r_wfingerB1_jnt/r_wfingerC1_jnt/r_wfingerC2_jnt
2F6FDDDE	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/r_wshold_jnt/r_warm1_jnt/r_warm2_jnt/r_warm3_jnt/r_whand_jnt/r_wfingerA1_jnt/r_wfingerB1_jnt/r_wfingerC1_jnt/r_wfingerC2_jnt/r_wfingerC3_jnt
F4AE3B95	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/r_wshold_jnt/r_warm1_jnt/r_warm2_jnt/r_warm3_jnt/r_whand_jnt/r_wfingerA1_jnt/r_wfingerB1_jnt/r_wfingerC1_jnt/r_wfingerC2_jnt/r_wfingerC3_jnt/r_wfingerC4_jnt
82C4FA68	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/r_wshold_jnt/r_warm1_jnt/r_warm2_jnt/r_warm3_jnt/r_whand_jnt/r_wfingerA1_jnt/r_wfingerB1_jnt/r_wfingerC1_jnt/r_wfingerC2_jnt/r_wfingerC3_jnt/r_wfingerC4_jnt/r_wfingerC5_jnt
D0A4E498	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/r_wshold_jnt/r_warm1_jnt/r_warm2_jnt/r_warm3_jnt/r_whand_jnt/r_wfingerA1_jnt/r_wfingerB1_jnt/r_wfingerC1_jnt/r_wfingerD1_jnt
11CD7875	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/r_wshold_jnt/r_warm1_jnt/r_warm2_jnt/r_warm3_jnt/r_whand_jnt/r_wfingerA1_jnt/r_wfingerB1_jnt/r_wfingerC1_jnt/r_wfingerD1_jnt/r_wfingerD2_jnt
EDB1A8AF	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/r_wshold_jnt/r_warm1_jnt/r_warm2_jnt/r_warm3_jnt/r_whand_jnt/r_wfingerA1_jnt/r_wfingerB1_jnt/r_wfingerC1_jnt/r_wfingerD1_jnt/r_wfingerD2_jnt/r_wfingerD3_jnt
BF263D8A	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/r_wshold_jnt/r_warm1_jnt/r_warm2_jnt/r_warm3_jnt/r_whand_jnt/r_wfingerA1_jnt/r_wfingerB1_jnt/r_wfingerC1_jnt/r_wfingerD1_jnt/r_wfingerD2_jnt/r_wfingerD3_jnt/r_wfingerD4_jnt
3F98985A	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/r_wshold_jnt/r_warm1_jnt/r_warm2_jnt/r_warm3_jnt/r_whand_jnt/r_wfingerA1_jnt/r_wfingerB1_jnt/r_wfingerC1_jnt/r_wfingerD1_jnt/r_wfingerD2_jnt/r_wfingerD3_jnt/r_wfingerD4_jnt/r_wfingerD5_jnt
9D31D100	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/r_wshold_jnt/r_warm1_jnt/r_warm2_jnt/r_warm3_jnt/r_whand_jnt/r_wfingerA1_jnt/r_wfingerB1_jnt/r_wfingerC1_jnt/r_wfingerD1_jnt/r_wfingerE1_jnt
