# Engage CRC32 hash -> bone path map
# Format: <hash_hex_8>	<bone_path>
# Generated from uRig prefabs (extracted from Engage) + 1 stray bone
6CE9DA84	c_trans
2FCD37C8	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_neck3_ride_jnt/c_head_ride_jnt/r_reins1_ride_jnt/r_reins2_ride_jnt
68D08799	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_neck3_ride_jnt/c_head_ride_jnt/r_reins1_ride_jnt/r_reins2_ride_jnt/r_reins3_ride_jnt
CC996EB6	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_neck3_ride_jnt/c_head_ride_jnt/r_reins1_ride_jnt/r_reins2_ride_jnt/r_reins3_ride_jnt/r_reins4_ride_jnt
9F865289	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_neck3_ride_jnt/c_head_ride_jnt/r_reins1_ride_jnt/r_reins2_ride_jnt/r_reins3_ride_jnt/r_reins4_ride_jnt/r_reins5_ride_jnt
AAE8BDF3	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_neck3_ride_jnt/c_head_ride_jnt/r_reins1_ride_jnt/r_reins2_ride_jnt/r_reins3_ride_jnt/r_reins4_ride_jnt/r_reins5_ride_jnt/r_reins6_ride_jnt
77CF4C4F	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_neck3_ride_jnt/c_head_ride_jnt/r_reins1_ride_jnt/r_reins2_ride_jnt/r_reins3_ride_jnt/r_reins4_ride_jnt/r_reins5_ride_jnt/r_reins6_ride_jnt/r_reins7_ride_jnt
918BF42E	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_neck3_ride_jnt/c_head_ride_jnt/r_reins1_ride_jnt/r_reins2_ride_jnt/r_reins3_ride_jnt/r_reins4_ride_jnt/r_reins5_ride_jnt/r_reins6_ride_jnt/r_sprreinsE1_ride_jnt
B8CF385C	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_neck3_ride_jnt/c_head_ride_jnt/r_reins1_ride_jnt/r_reins2_ride_jnt/r_reins3_ride_jnt/r_reins4_ride_jnt/r_reins5_ride_jnt/r_reins6_ride_jnt/r_sprreinsE1_ride_jnt/r_reinsE2_ride_jnt
0C0F3E51	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_neck3_ride_jnt/c_head_ride_jnt/r_reins1_ride_jnt/r_reins2_ride_jnt/r_reins3_ride_jnt/r_reins4_ride_jnt/r_reins5_ride_jnt/r_sprreinsD1_ride_jnt
3E67FE1E	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_neck3_ride_jnt/c_head_ride_jnt/r_reins1_ride_jnt/r_reins2_ride_jnt/r_reins3_ride_jnt/r_reins4_ride_jnt/r_reins5_ride_jnt/r_sprreinsD1_ride_jnt/r_reinsD2_ride_jnt
52A45B66	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_neck3_ride_jnt/c_head_ride_jnt/r_reins1_ride_jnt/r_reins2_ride_jnt/r_reins3_ride_jnt/r_reins4_ride_jnt/r_sprreinsC1_ride_jnt
A2EB57B8	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_neck3_ride_jnt/c_head_ride_jnt/r_reins1_ride_jnt/r_reins2_ride_jnt/r_reins3_ride_jnt/r_reins4_ride_jnt/r_sprreinsC1_ride_jnt/r_reinsC2_ride_jnt
B4249F03	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_neck3_ride_jnt/c_head_ride_jnt/r_reins1_ride_jnt/r_reins2_ride_jnt/r_reins3_ride_jnt/r_sprreinsB1_ride_jnt
A58C1C66	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_neck3_ride_jnt/c_head_ride_jnt/r_reins1_ride_jnt/r_reins2_ride_jnt/r_reins3_ride_jnt/r_sprreinsB1_ride_jnt/r_reinsB2_ride_jnt
E6699438	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_neck3_ride_jnt/c_head_ride_jnt/r_reins1_ride_jnt/r_reins2_ride_jnt/r_sprreinsA1_ride_jnt
5E89F4DA	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_neck3_ride_jnt/c_head_ride_jnt/r_reins1_ride_jnt/r_reins2_ride_jnt/r_sprreinsA1_ride_jnt/r_reinsA2_ride_jnt
08B9E721	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_reins_loc
1F80ED22	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck_ride_jnt
6FF6FB7E	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck_ride_jnt/c_head_ride_jnt
5AFB3385	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck_ride_jnt/c_head_ride_jnt/c_jaw_ride_jnt
9DC60E90	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck_ride_jnt/c_head_ride_jnt/c_nose_ride_jnt
B6C75842	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck_ride_jnt/c_head_ride_jnt/l_ear1_ride_jnt
C4596C7A	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck_ride_jnt/c_head_ride_jnt/l_ear1_ride_jnt/l_ear2_ride_jnt
1FD6DF78	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck_ride_jnt/c_head_ride_jnt/r_ear1_ride_jnt
D259523E	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck_ride_jnt/c_head_ride_jnt/r_ear1_ride_jnt/r_ear2_ride_jnt
066F2D74	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_reins_loc
344E071C	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_ride_loc
A0029D07	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine2_loc
45676D65	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt
5A9EBA14	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt
B77F6091	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_mane_ride_jnt
0832F425	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_mngfurB1_ride_jnt
33E7B61F	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_mngfurB1_ride_jnt/c_sprfurB2_ride_jnt
7794D54B	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_mngfurB1_ride_jnt/c_sprfurB2_ride_jnt/c_furB3_ride_jnt
10EFB0A2	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_mngyri_ride_jnt
80DB0E2B	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_mngyri_ride_jnt/c_spryri_ride_jnt
35696C20	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt
37F34716	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt
F1A0F971	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/balloon_loc
C5A5AC3B	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/c_eyebrow_ride_jnt
C3AC7749	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/c_head2_loc
6269F347	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/c_head_loc
F2441F7B	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/c_jaw_ride_jnt
F6A2FC4B	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/c_jaw_ride_jnt/c_tongue_ride_jnt
68E57CB5	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/l_cheek_ride_jnt
306DFFB8	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/l_ear_ride_jnt
ED2120AF	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/l_eyeLow_ride_jnt
0E92795F	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/l_eyeUp_ride_jnt
E12A40A7	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/l_eye_ride_jnt
33DA0853	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/l_eyebrow_ride_jnt
27FDC0CC	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/l_reins1_ride_jnt
1AF4AAFE	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/l_reins1_ride_jnt/l_reins2_ride_jnt
2F1C1B3F	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/l_reins1_ride_jnt/l_reins2_ride_jnt/l_reins3_ride_jnt
DB236B0C	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/l_reins1_ride_jnt/l_reins2_ride_jnt/l_reins3_ride_jnt/l_reins4_ride_jnt
74639AA6	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/l_reins1_ride_jnt/l_reins2_ride_jnt/l_reins3_ride_jnt/l_reins4_ride_jnt/l_reins5_ride_jnt
9BD68F01	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/l_reins1_ride_jnt/l_reins2_ride_jnt/l_reins3_ride_jnt/l_reins4_ride_jnt/l_reins5_ride_jnt/l_reins6_ride_jnt
1794CAC4	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/l_reins1_ride_jnt/l_reins2_ride_jnt/l_reins3_ride_jnt/l_reins4_ride_jnt/l_reins5_ride_jnt/l_sprreinsD1_ride_jnt
7630280C	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/l_reins1_ride_jnt/l_reins2_ride_jnt/l_reins3_ride_jnt/l_reins4_ride_jnt/l_reins5_ride_jnt/l_sprreinsD1_ride_jnt/l_reinsD2_ride_jnt
21981FAF	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/l_reins1_ride_jnt/l_reins2_ride_jnt/l_reins3_ride_jnt/l_reins4_ride_jnt/l_sprreinsC1_ride_jnt
775ED3D7	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/l_reins1_ride_jnt/l_reins2_ride_jnt/l_reins3_ride_jnt/l_reins4_ride_jnt/l_sprreinsC1_ride_jnt/l_reinsC2_ride_jnt
5DD930E3	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/l_reins1_ride_jnt/l_reins2_ride_jnt/l_reins3_ride_jnt/l_sprreinsB1_ride_jnt
128C2266	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/l_reins1_ride_jnt/l_reins2_ride_jnt/l_reins3_ride_jnt/l_sprreinsB1_ride_jnt/l_reinsB2_ride_jnt
F597DF04	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/l_reins1_ride_jnt/l_reins2_ride_jnt/l_sprreinsA1_ride_jnt
ABA1935D	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/l_reins1_ride_jnt/l_reins2_ride_jnt/l_sprreinsA1_ride_jnt/l_reinsA2_ride_jnt
AE40B480	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/r_cheek_ride_jnt
9D449654	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/r_ear_ride_jnt
BB544144	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/r_eyeLow_ride_jnt
C837B16A	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/r_eyeUp_ride_jnt
4C03294B	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/r_eye_ride_jnt
045446C2	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/r_eyebrow_ride_jnt
7188A127	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/r_reins1_ride_jnt
05E95428	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/r_reins1_ride_jnt/r_reins2_ride_jnt
2DCBD1B0	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/r_reins1_ride_jnt/r_reins2_ride_jnt/r_reins3_ride_jnt
C17F553F	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/r_reins1_ride_jnt/r_reins2_ride_jnt/r_reins3_ride_jnt/r_reins4_ride_jnt
8FB568E3	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/r_reins1_ride_jnt/r_reins2_ride_jnt/r_reins3_ride_jnt/r_reins4_ride_jnt/r_reins5_ride_jnt
C8CAAAAC	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/r_reins1_ride_jnt/r_reins2_ride_jnt/r_reins3_ride_jnt/r_reins4_ride_jnt/r_reins5_ride_jnt/r_reins6_ride_jnt
8206D204	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/r_reins1_ride_jnt/r_reins2_ride_jnt/r_reins3_ride_jnt/r_reins4_ride_jnt/r_reins5_ride_jnt/r_sprreinsD1_ride_jnt
16376CDF	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/r_reins1_ride_jnt/r_reins2_ride_jnt/r_reins3_ride_jnt/r_reins4_ride_jnt/r_reins5_ride_jnt/r_sprreinsD1_ride_jnt/r_reinsD2_ride_jnt
C61F5913	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/r_reins1_ride_jnt/r_reins2_ride_jnt/r_reins3_ride_jnt/r_reins4_ride_jnt/r_sprreinsC1_ride_jnt
B964FB2F	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/r_reins1_ride_jnt/r_reins2_ride_jnt/r_reins3_ride_jnt/r_reins4_ride_jnt/r_sprreinsC1_ride_jnt/r_reinsC2_ride_jnt
7ADE4414	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/r_reins1_ride_jnt/r_reins2_ride_jnt/r_reins3_ride_jnt/r_sprreinsB1_ride_jnt
857722D7	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/r_reins1_ride_jnt/r_reins2_ride_jnt/r_reins3_ride_jnt/r_sprreinsB1_ride_jnt/r_reinsB2_ride_jnt
FCE2580B	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/r_reins1_ride_jnt/r_reins2_ride_jnt/r_sprreinsA1_ride_jnt
DD948BC6	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/r_reins1_ride_jnt/r_reins2_ride_jnt/r_sprreinsA1_ride_jnt/r_reinsA2_ride_jnt
4FCA9A44	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_mngfurA1_ride_jnt
12115295	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_mngfurA1_ride_jnt/c_sprfurA2_ride_jnt
ED11EC44	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_mngfurA1_ride_jnt/c_sprfurA2_ride_jnt/c_furA3_ride_jnt
5EF7D9F0	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_neck3_ride_jnt
D5906E94	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_neck3_ride_jnt/c_head_ride_jnt
60E0F22E	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_neck3_ride_jnt/c_head_ride_jnt/c_jaw_ride_jnt
A2C912ED	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_neck3_ride_jnt/c_head_ride_jnt/l_ear_ride_jnt
0FE07B01	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_neck3_ride_jnt/c_head_ride_jnt/r_ear_ride_jnt
BF7F43AC	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_neck3_ride_jnt/c_neck4_ride_jnt
1424B0C2	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_neck3_ride_jnt/c_neck4_ride_jnt/c_head_ride_jnt
0FCB85C0	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_neck3_ride_jnt/c_neck4_ride_jnt/c_head_ride_jnt/c_jaw_ride_jnt
A7C4A206	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_neck3_ride_jnt/c_neck4_ride_jnt/c_head_ride_jnt/c_nose_jnt
5202C79D	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_neck3_ride_jnt/c_neck4_ride_jnt/c_head_ride_jnt/l_ear_jnt
36005E7E	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_neck3_ride_jnt/c_neck4_ride_jnt/c_head_ride_jnt/r_ear_jnt
A2C2A387	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck_ride_jnt
390D48F3	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck_ride_jnt/c_head_ride_jnt
8D178102	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck_ride_jnt/c_head_ride_jnt/c_comb_ride_jnt
92A72663	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck_ride_jnt/c_head_ride_jnt/c_jaw_ride_jnt
B091E88A	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck_ride_jnt/c_head_ride_jnt/l_wattle_ride_jnt
E6E48961	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_neck_ride_jnt/c_head_ride_jnt/r_wattle_ride_jnt
63AC2EE7	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/c_ride_loc
CC8AC912	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/l_cla_ride_jnt
A4F0539E	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/l_cla_ride_jnt/l_arm1_ride_jnt
